,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,MD_22_Pts,MD_23_Pts,Total_Pts
88,959,João Pedro,BHA,FOR,7.7,0.0,0.0,0.0,2.81,0.0,2.7,0.0,2.29,0.0,0.0,0.0,1.46,1.63,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,1.71,14.310000000000002
89,1112,Odsonne Édouard,CRY,FOR,7.0,0.0,0.0,0.0,3.68,0.0,4.16,0.0,3.29,0.0,0.0,2.49,0.0,3.34,0.0,0.0,0.0,0.0,3.03,0.0,3.24,0.0,0.0,0.0,23.230000000000004
90,1659,Rasmus Højlund,MUN,FOR,9.1,1.84,0.0,1.53,0.0,0.0,3.05,0.0,4.11,0.0,0.0,0.0,3.12,0.0,0.0,3.7,0.0,3.62,0.0,0.0,3.44,0.0,0.0,0.0,24.410000000000004
91,236,Jordan Pickford,EVE,GK,7.0,3.75,0.0,4.18,0.0,0.0,0.0,3.47,0.0,3.65,0.0,4.04,0.0,0.0,0.0,3.15,0.0,0.0,2.66,0.0,4.26,0.0,0.0,0.0,29.159999999999997
92,872,David Raya,ARS,GK,7.3,0.0,0.0,6.03,0.0,4.96,0.0,0.0,4.47,0.0,0.0,0.0,5.11,0.0,0.0,3.56,0.0,0.0,0.0,5.03,0.0,4.4,0.0,0.0,33.56
93,633,Diogo Jota,LIV,MID,9.1,0.0,0.0,0.0,2.77,0.0,3.06,0.0,3.17,0.0,0.0,0.0,3.17,0.0,0.0,2.71,0.0,3.18,0.0,0.0,0.0,0.0,2.75,0.0,20.81
94,1247,Dominic Solanke,BOU,FOR,7.8,0.0,0.0,0.0,5.38,0.0,4.57,0.0,4.33,0.0,0.0,5.92,0.0,0.0,0.0,4.71,0.0,5.47,0.0,0.0,0.0,4.54,0.0,0.0,34.92
95,1405,Iyenoma Udogie,TOT,DEF,7.7,4.14,0.0,0.0,1.37,0.0,0.0,4.65,0.0,3.02,4.04,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,2.57,0.0,4.75,0.0,0.0,28.65
96,230,Richarlison,TOT,FOR,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,1.83,0.0,3.27,0.0,0.0,7.49
97,1469,Enzo Fernández,CHE,MID,8.4,0.0,0.0,0.0,3.82,0.0,4.02,0.0,0.0,4.9,0.0,4.68,0.0,0.0,0.0,0.0,3.99,0.0,4.74,0.0,4.54,0.0,0.0,0.0,30.690000000000005
98,813,Moisés Caicedo,CHE,MID,8.0,0.0,0.0,0.0,2.75,0.0,2.98,0.0,0.0,3.68,0.0,3.25,0.0,0.0,0.0,0.0,2.62,0.0,3.58,0.0,3.51,0.0,0.0,0.0,22.369999999999997
99,344,Kostas Tsimikas,LIV,DEF,7.2,0.0,0.0,0.0,3.89,0.0,4.33,0.0,4.25,0.0,0.0,0.0,2.94,0.0,0.0,2.46,0.0,3.67,0.0,0.0,0.0,0.0,2.73,0.0,24.27
100,307,Harvey Barnes,NEW,MID,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.48
101,646,Kai Havertz,ARS,MID,9.2,0.0,0.0,2.08,0.0,1.81,0.0,0.0,1.36,0.0,0.0,0.0,1.8,0.0,0.0,1.31,0.0,0.0,0.0,1.89,0.0,1.68,0.0,0.0,11.93
102,784,Morgan Gibbs-White,FOR,MID,7.9,0.0,0.0,3.56,0.0,0.0,3.2,0.0,2.91,0.0,3.24,0.0,0.0,0.0,0.0,3.39,0.0,2.55,0.0,0.0,2.82,0.0,0.0,0.0,21.67
103,261,Tim Ream,FUL,DEF,7.5,0.0,5.02,0.0,1.49,0.0,5.28,0.0,0.0,4.52,0.0,1.98,0.0,0.0,0.0,4.16,0.0,3.44,0.0,0.0,0.0,1.98,0.0,0.0,27.87
104,3412,Sandro Tonali,NEW,MID,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,111,Ben Mee,BRE,DEF,8.0,0.0,0.0,5.38,0.0,0.0,2.3,0.0,4.01,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,4.1,0.0,3.28,0.0,0.0,1.01,23.490000000000002
106,438,Aaron Wan-Bissaka,MUN,DEF,8.0,3.07,0.0,1.84,0.0,0.0,2.76,0.0,3.45,0.0,0.0,0.0,1.49,0.0,0.0,2.58,0.0,2.77,0.0,0.0,2.87,0.0,0.0,0.0,20.830000000000002
107,36,Tyrone Mings,AVL,DEF,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,1202,Dejan Kulusevski,TOT,MID,8.1,3.49,0.0,0.0,2.55,0.0,0.0,3.66,0.0,2.96,3.17,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,2.88,0.0,3.6,0.0,0.0,25.56
109,1085,Raphaël Varane,MUN,DEF,8.3,0.88,0.0,0.65,0.0,0.0,1.05,0.0,1.4,0.0,0.0,0.0,0.71,0.0,0.0,1.21,0.0,1.37,0.0,0.0,1.28,0.0,0.0,0.0,8.549999999999999
