Pos,fpl_id,Name,BV,SV,Team,23_xMins,24_xMins,25_xMins,26_xMins,27_xMins,28_xMins,29_xMins,30_xMins,31_xMins,32_xMins,33_xMins,34_xMins,Elite%
D,31,Zinchenko,5.2,5.2,Arsenal,75,68,56,58,56,54,51,52,50,49,44,46,0.09
D,32,Alex Moreno,5.1,5.1,Aston Villa,86,77,66,57,55,54,54,54,54,53,56,53,0.02
F,33,Archer,4.4,4.4,Sheffield Utd,28,28,30,29,30,30,32,30,31,33,31,34,0.17
M,34,Bailey,5.7,5.7,Aston Villa,63,58,56,55,56,56,55,55,55,56,55,54,0.0
M,35,Buendia,5.7,5.7,Aston Villa,0,0,0,0,0,0,0,0,0,0,5,14,0.0
D,36,Cash,4.7,4.7,Aston Villa,44,57,52,49,43,44,46,44,43,43,40,36,0.04
D,37,Chambers,3.8,3.8,Aston Villa,14,12,8,5,5,5,6,6,6,6,5,4,0.0
M,38,Coutinho,5.8,5.8,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,39,Davis,4.9,4.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,40,Dendoncker,4.9,4.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,41,Diego Carlos,4.4,4.4,Aston Villa,70,59,51,44,42,43,42,41,39,35,30,24,0.01
D,42,Digne,4.6,4.6,Aston Villa,0,12,24,38,41,40,41,42,40,40,38,40,0.01
M,43,Douglas Luiz,5.6,5.6,Aston Villa,88,83,82,80,80,81,81,80,82,79,78,78,0.12
F,44,Duran,5.0,5.0,Aston Villa,0,2,5,8,9,11,10,11,12,11,11,10,0.0
D,45,Hause,3.9,3.9,Aston Villa,2,2,1,0,0,0,0,0,1,0,0,0,0.0
M,46,Iroegbunam,4.4,4.4,Aston Villa,4,4,5,4,4,5,4,5,5,6,6,5,0.0
M,47,Kamara,5.0,5.0,Aston Villa,74,74,70,71,69,66,64,64,64,63,59,62,0.0
D,48,Konsa,4.6,4.5,Aston Villa,89,88,86,83,83,82,83,81,82,81,80,80,0.2
G,49,Martinez,5.2,5.2,Aston Villa,94,92,92,92,91,91,92,92,92,92,91,91,0.04
M,50,McGinn,5.5,5.5,Aston Villa,85,84,83,82,82,82,80,80,79,76,76,75,0.0
D,51,Mings,4.1,4.1,Aston Villa,0,0,0,0,0,0,0,0,10,20,44,69,0.0
M,52,Nakamba,4.4,4.4,Luton,0,0,0,0,0,1,15,57,77,59,61,58,0.0
G,53,Olsen,3.9,3.9,Aston Villa,1,2,3,3,4,4,3,3,3,3,3,4,0.0
M,54,Philogene,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,55,J.Ramsey,5.9,5.9,Aston Villa,48,52,51,52,52,54,52,54,54,55,54,56,0.0
M,56,Sanson,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,57,Sinisalo,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,58,Tielemans,5.6,5.6,Aston Villa,55,54,56,55,56,57,58,57,58,59,60,57,0.0
M,59,Bertrand Traoré,5.0,5.0,Aston Villa,6,6,5,4,4,4,4,4,5,5,5,4,0.0
F,60,Watkins,8.8,8.6,Aston Villa,91,89,86,86,85,85,85,85,84,85,85,84,0.98
F,61,Wesley,5.0,5.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,62,Anthony,4.9,4.9,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,63,Billing,5.2,5.2,Bournemouth,21,26,27,28,26,26,23,24,25,26,26,25,0.0
M,64,Brooks,4.7,4.7,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,65,Christie,5.0,5.0,Bournemouth,81,80,77,78,75,73,72,72,71,70,69,68,0.0
M,66,L.Cook,5.0,5.0,Bournemouth,80,76,75,75,67,65,62,61,63,62,63,60,0.0
M,67,Siriki,4.5,4.5,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,68,Fredericks,4.3,4.3,Bournemouth,0,0,0,2,3,3,3,3,3,4,4,4,0.0
D,69,Hill,4.0,4.0,Bournemouth,0,0,0,0,0,0,2,6,6,6,6,6,0.0
D,70,Kelly,4.5,4.5,Bournemouth,79,77,75,71,71,69,71,69,69,68,68,67,0.0
M,71,Kilkenny,4.3,4.3,Bournemouth,3,4,6,6,6,4,3,3,3,3,3,3,0.0
M,72,Kluivert,4.6,4.6,Bournemouth,59,56,55,56,54,53,51,53,52,52,51,52,0.0
M,73,Lowe,4.9,4.9,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,74,Marcondes,4.3,4.3,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,75,Mepham,4.3,4.3,Bournemouth,9,16,17,18,18,18,17,19,18,17,18,19,0.0
F,76,Moore,4.6,4.6,Bournemouth,3,5,5,8,8,8,7,9,8,9,9,9,0.0
G,77,Neto,4.6,4.6,Bournemouth,94,93,91,91,90,91,91,91,91,91,91,91,0.06
M,78,O.Dango,4.7,4.7,Bournemouth,19,23,27,27,22,22,22,23,22,20,23,24,0.0
M,79,Pearson,4.5,4.5,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,80,Randolph,4.0,4.0,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,81,Rothwell,4.8,4.8,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,82,Semenyo,4.5,4.5,Bournemouth,64,63,62,61,61,60,58,58,59,59,57,59,0.0
D,83,Senesi,4.5,4.5,Bournemouth,89,84,83,82,80,79,80,78,78,78,77,78,0.01
D,84,Smith,4.4,4.4,Bournemouth,85,80,79,71,62,56,53,53,55,51,53,53,0.0
F,85,Solanke,7.1,6.7,Bournemouth,90,87,86,83,82,82,82,80,80,80,79,79,0.79
M,86,Tavernier,5.4,5.4,Bournemouth,82,83,80,78,77,77,76,77,77,77,76,75,0.0
M,87,Hamed Traorè,4.7,4.7,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,88,Travers,4.0,4.0,Bournemouth,0,2,3,4,5,4,4,4,3,4,4,4,0.0
D,89,Zabarnyi,4.4,4.4,Bournemouth,91,87,85,84,83,81,79,79,79,79,78,80,0.0
D,90,Ajer,4.4,4.4,Brentford,25,22,19,14,12,13,14,15,15,15,14,14,0.0
G,91,Balcombe,3.9,3.9,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,92,Baptiste,4.3,4.3,Brentford,15,12,11,14,13,13,15,14,14,15,14,13,0.0
D,93,Bech,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,94,Bidstrup,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,95,Canós,5.0,5.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,96,Collins,4.5,4.5,Brentford,65,64,61,61,58,58,61,59,58,60,61,62,0.0
G,97,Cox,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,98,Damsgaard,4.8,4.8,Brentford,38,33,29,28,28,29,29,29,28,28,28,28,0.0
M,99,Dasilva,4.7,4.7,Brentford,4,4,3,4,4,5,5,5,6,6,5,5,0.0
F,100,Dervişoğlu,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,101,Flekken,4.5,4.5,Brentford,94,93,92,92,92,90,90,90,89,90,90,91,0.08
D,102,Goode,3.9,3.9,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,103,Henry,4.3,4.3,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,104,Hickey,4.4,4.4,Brentford,0,0,28,58,77,77,77,77,75,75,75,75,0.0
M,105,Janelt,5.3,5.3,Brentford,81,79,79,77,75,75,74,74,73,74,73,75,0.0
M,106,Jensen,5.4,5.4,Brentford,70,69,66,66,64,63,64,62,62,63,63,60,0.0
M,107,Lewis-Potter,4.7,4.7,Brentford,62,54,43,37,34,31,30,28,30,27,27,27,0.0
M,108,Mbeumo,6.8,6.8,Brentford,0,0,0,0,0,22,45,71,68,71,69,71,0.01
D,109,Mee,4.8,4.8,Brentford,89,87,85,83,82,81,79,78,79,79,77,78,0.0
M,110,Nørgaard,5.3,5.3,Brentford,83,85,72,65,64,64,64,65,65,66,66,69,0.0
M,111,Onyeka,4.9,4.9,Brentford,0,4,17,18,19,19,18,18,19,18,18,19,0.0
D,112,Pinnock,4.6,4.6,Brentford,89,88,83,83,82,81,80,79,81,81,81,80,0.02
G,113,Raya,4.9,4.9,Arsenal,94,91,91,91,91,0,89,89,87,86,87,87,0.14
D,114,Roerslev,4.4,4.4,Brentford,55,48,33,24,19,19,17,20,19,20,20,19,0.0
M,115,Schade,5.2,5.2,Brentford,0,0,7,15,23,17,14,8,9,9,10,9,0.0
G,116,Strakosha,3.9,3.9,Brentford,1,2,3,3,3,4,5,4,5,5,5,4,0.03
F,117,Toney,8.0,8.0,Brentford,90,87,85,84,82,81,80,80,82,82,78,78,0.0
M,118,Trevitt,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,119,Wissa,5.6,5.6,Brentford,0,30,64,59,58,51,45,38,37,38,39,37,0.0
M,120,Yarmoliuk,4.3,4.3,Brentford,17,14,12,16,17,17,16,16,16,14,15,15,0.0
D,121,Zanka,4.3,4.3,Brentford,8,10,13,14,15,17,15,16,16,15,16,17,0.0
M,122,Adingra,5.0,5.0,Brighton,0,28,64,63,63,60,60,60,59,57,61,59,0.01
M,123,Alzate,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,124,Ayari,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,125,Buonanotte,4.7,4.7,Brighton,70,45,29,26,25,24,26,26,23,26,27,26,0.0
M,126,Caicedo,4.5,4.5,Chelsea,86,82,80,79,78,78,76,76,76,75,75,75,0.0
F,127,Connolly,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,128,Dahoud,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,129,Dunk,5.0,5.0,Brighton,87,85,85,84,82,81,81,80,81,82,80,81,0.0
M,130,Enciso,5.0,5.0,Brighton,0,0,0,5,12,20,20,20,20,20,21,21,0.0
D,131,Estupiñan,5.1,5.1,Brighton,76,74,73,70,69,66,68,66,65,66,68,66,0.39
F,132,Ferguson,5.8,5.8,Brighton,59,37,26,28,26,27,26,28,26,25,25,28,0.0
M,133,Gilmour,4.9,4.9,Brighton,77,72,69,67,67,63,64,65,62,65,64,62,0.0
M,134,Gross,6.5,6.5,Brighton,88,83,83,81,83,81,81,81,80,80,79,80,0.08
F,135,João Pedro,5.5,5.5,Brighton,50,68,61,59,59,57,57,55,57,57,57,57,0.02
D,136,Karbownik,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,137,Kozłowski,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,138,Lallana,4.9,4.9,Brighton,38,13,6,6,5,4,5,5,5,5,5,5,0.0
D,139,Lamptey,3.9,3.9,Brighton,44,50,42,42,36,35,36,34,36,33,35,35,0.01
M,140,March,6.1,6.1,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,141,McGill,3.9,3.9,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,142,Milner,4.8,4.8,Brighton,0,0,0,11,27,43,43,43,43,43,43,47,0.0
M,143,Mitoma,6.4,6.4,Brighton,0,29,74,71,69,68,68,68,69,68,67,67,0.0
M,144,Moder,4.4,4.4,Brighton,17,10,9,8,6,6,6,7,7,6,7,7,0.0
G,145,Sanchez,4.5,4.5,Chelsea,0,25,47,85,85,83,84,82,82,81,83,83,0.01
M,146,Sarmiento,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,147,Scherpen,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,148,Steele,4.2,4.2,Brighton,42,58,59,58,58,57,55,56,57,56,57,56,0.0
F,149,Undav,5.5,5.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,150,Van Hecke,4.0,4.0,Brighton,83,81,79,76,76,77,73,74,74,74,73,74,0.01
D,151,Veltman,4.3,4.3,Brighton,0,7,19,25,24,22,23,24,22,23,24,22,0.0
G,152,Verbruggen,4.4,4.4,Brighton,52,37,37,37,37,38,39,38,37,38,38,39,0.0
D,153,Webster,4.2,4.2,Brighton,24,25,23,25,23,23,25,24,27,27,24,26,0.0
F,154,Welbeck,5.7,5.7,Brighton,72,52,43,43,42,42,40,40,41,41,41,39,0.0
F,155,Zeqiri,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,156,Agyei,4.2,4.2,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,157,Al-Dakhil,3.8,3.8,Burnley,45,20,15,17,17,17,19,19,20,23,23,20,0.0
M,158,Bastien,4.9,4.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,159,Benson,5.2,5.2,Burnley,1,2,3,4,4,4,5,6,5,5,6,5,0.0
D,160,Beyer,4.0,4.0,Burnley,44,73,85,82,80,82,79,79,78,77,76,79,0.0
M,161,Brownhill,4.7,4.7,Burnley,88,85,83,82,80,80,79,79,79,80,78,78,0.0
M,162,Churlinov,4.4,4.4,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,163,Cork,4.8,4.8,Burnley,1,3,4,5,5,5,6,5,6,6,6,7,0.0
M,164,Costelloe,4.5,4.5,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,165,Cullen,5.0,5.0,Burnley,18,20,24,26,30,29,30,31,29,28,30,32,0.0
D,166,Egan-Riley,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,1,1,1,0,0.0
D,167,Ekdal,3.9,3.9,Burnley,48,26,20,22,25,22,25,26,27,25,27,26,0.0
F,168,Foster,4.7,4.7,Burnley,75,73,71,70,70,71,69,69,68,68,68,67,0.0
G,169,Franchi,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,170,Gudmundsson,4.8,4.8,Burnley,59,56,55,53,52,51,51,50,51,49,51,49,0.0
D,171,McNally,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,172,Muric,4.3,4.3,Burnley,2,2,3,4,4,4,4,5,5,5,4,4,0.0
D,173,O'Shea,4.4,4.4,Burnley,87,84,79,78,77,78,75,76,74,74,74,74,0.0
F,174,Obafemi,4.9,4.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,175,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,176,Roberts,4.3,4.3,Burnley,9,10,10,11,12,12,13,14,14,14,13,13,0.0
F,177,Rodriguez,5.3,5.3,Burnley,15,17,19,20,20,21,22,22,22,23,22,23,0.0
D,178,Taylor,4.0,4.0,Burnley,48,75,84,82,82,81,79,78,77,76,75,76,0.42
D,179,Thomas,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,180,Twine,4.9,4.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,181,Vigouroux,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,182,Vitinho,4.4,4.4,Burnley,88,84,82,80,79,79,78,78,78,77,78,78,0.0
F,183,Weghorst,5.5,5.5,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,184,Zaroury,4.6,4.6,Burnley,1,2,3,3,5,4,4,5,5,5,5,5,0.0
D,185,Ampadu,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,186,Andrey,4.3,4.3,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
G,187,Arrizabalaga,5.0,5.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,188,Aubameyang,6.5,6.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,189,Azpilicueta,4.5,4.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,190,Baba,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,191,B.Badiashile,4.4,4.4,Chelsea,49,41,37,31,29,25,18,18,17,19,17,16,0.0
G,192,Bettinelli,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
F,193,Broja,4.9,4.9,Chelsea,7,7,9,0,10,12,12,13,13,13,14,9,0.0
D,194,Chalobah,4.3,4.3,Chelsea,6,17,15,10,10,10,7,6,6,5,4,2,0.0
D,195,Chilwell,5.4,5.4,Chelsea,74,67,55,42,40,38,36,34,35,34,33,32,0.01
M,196,Chukwuemeka,4.2,4.2,Chelsea,11,10,9,12,11,10,11,12,11,12,11,12,0.01
D,197,Colwill,4.7,4.7,Chelsea,0,11,42,74,74,70,69,68,70,67,66,65,0.07
D,198,Cucurella,4.8,4.8,Chelsea,0,0,0,0,0,5,10,19,18,17,15,13,0.0
M,199,Enzo,4.8,4.8,Chelsea,82,80,77,75,73,75,74,72,72,71,70,72,0.0
F,200,D.D.Fofana,5.0,5.0,Burnley,34,37,38,38,39,37,38,36,37,39,39,38,0.0
D,201,W.Fofana,4.4,4.4,Chelsea,0,0,0,8,18,45,72,72,70,71,71,72,0.0
M,202,Gallagher,5.4,5.4,Chelsea,59,57,56,53,54,54,54,54,54,54,55,56,0.0
D,203,Gusto,4.2,4.2,Chelsea,66,77,73,68,67,65,62,57,51,48,37,28,0.1
D,204,Hall,4.3,4.3,Newcastle,12,7,7,6,6,6,6,5,6,6,0,7,0.0
M,205,Hudson-Odoi,4.7,4.7,Nott'm Forest,26,15,17,16,18,17,18,20,20,20,18,19,0.0
D,206,James,5.3,5.3,Chelsea,0,0,0,0,0,0,0,0,9,16,37,58,0.0
F,207,Lukaku,6.8,6.8,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,208,Madueke,5.3,5.3,Chelsea,31,30,28,32,30,30,31,29,30,30,30,33,0.0
M,209,Mount,6.8,6.8,Man Utd,0,0,0,0,0,0,0,10,19,24,37,38,0.0
M,210,Mudryk,6.3,6.3,Chelsea,27,29,29,32,30,31,32,31,33,32,31,32,0.0
F,211,N.Jackson,6.8,6.8,Chelsea,66,65,61,62,61,54,54,53,53,53,54,55,0.0
F,212,Nkunku,7.4,7.4,Chelsea,59,66,70,70,70,71,69,69,69,68,69,69,0.0
M,213,Pulisic,5.5,5.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,214,M.Sarr,4.3,4.3,Chelsea,16,12,9,5,5,3,1,1,2,1,0,1,0.0
G,215,Slonina,4.0,4.0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,216,Sterling,7.1,7.1,Chelsea,57,58,57,56,54,55,55,55,55,56,55,54,0.02
D,217,T.Silva,5.0,5.0,Chelsea,86,77,77,73,70,59,56,56,57,55,53,52,0.0
M,218,Ziyech,5.4,5.4,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,219,Ahamada,4.3,4.3,Crystal Palace,0,0,0,1,2,2,3,3,3,3,2,3,0.0
D,220,Andersen,4.8,4.8,Crystal Palace,92,89,87,85,82,82,83,81,82,83,82,84,0.0
M,221,J.Ayew,5.4,5.4,Crystal Palace,75,67,64,63,63,63,62,61,62,62,59,60,0.0
D,222,Clyne,4.4,4.4,Crystal Palace,26,19,10,11,8,9,11,12,11,11,11,10,0.0
M,223,C.Doucouré,4.9,4.9,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,224,Ebiowei,4.4,4.4,Crystal Palace,2,1,1,2,2,2,2,2,2,2,2,3,0.0
F,225,Edouard,5.4,5.4,Crystal Palace,43,37,39,39,40,40,41,40,42,40,42,41,0.0
M,226,Eze,6.0,6.0,Crystal Palace,34,68,79,77,76,76,75,75,75,75,75,76,0.14
G,227,Guaita,4.4,4.4,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,228,Guéhi,4.4,4.4,Crystal Palace,91,89,86,84,84,82,82,82,81,81,81,81,0.09
M,229,Hughes,4.9,4.9,Crystal Palace,59,44,41,42,41,42,41,42,42,41,40,42,0.0
G,230,Johnstone,4.5,4.5,Crystal Palace,2,2,3,4,5,5,5,6,6,6,7,7,0.0
M,231,Lerma,4.7,4.7,Crystal Palace,89,84,81,80,78,77,76,77,77,77,78,77,0.0
F,232,Mateta,4.9,4.9,Crystal Palace,83,76,74,72,71,72,71,71,70,72,71,72,0.0
G,233,Matthews,3.9,3.9,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,234,Mitchell,4.6,4.6,Crystal Palace,86,82,78,75,73,71,70,70,69,71,69,71,0.0
D,235,O'Brien,4.0,4.0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,236,Olise,5.9,5.9,Crystal Palace,56,85,83,81,81,80,78,79,79,79,78,77,0.0
F,237,Plange,4.5,4.5,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,238,C.Richards,3.9,3.9,Crystal Palace,72,63,58,59,58,57,55,57,53,55,55,54,0.0
M,239,Riedewald,4.3,4.3,Crystal Palace,6,5,4,5,6,6,8,7,7,7,7,7,0.0
M,240,Schlupp,4.9,4.9,Crystal Palace,50,41,40,40,40,40,40,39,40,40,40,40,0.0
D,241,Tomkins,4.0,4.0,Crystal Palace,7,11,11,12,9,7,7,8,8,8,8,8,0.0
D,242,Ward,4.5,4.5,Crystal Palace,0,15,28,36,43,44,43,43,45,43,46,45,0.0
G,243,Whitworth,3.9,3.9,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,244,André Gomes,4.4,4.4,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,245,Branthwaite,4.1,4.1,Everton,87,85,83,79,77,76,74,74,72,70,71,71,0.04
F,246,Calvert-Lewin,5.8,5.8,Everton,79,75,72,71,70,70,70,68,69,68,69,67,0.0
D,247,Coleman,4.4,4.4,Everton,15,21,23,24,24,22,22,23,22,24,23,22,0.0
M,248,Dele,4.8,4.8,Everton,0,0,0,0,0,0,0,2,4,7,10,10,0.0
M,249,A.Doucoure,5.5,5.5,Everton,0,0,3,23,51,79,79,79,77,78,78,78,0.0
M,250,Garner,4.9,4.9,Everton,90,87,86,81,76,73,73,76,74,74,74,73,0.0
M,251,Gbamin,4.4,4.4,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,252,Godfrey,4.3,4.3,Everton,14,14,14,18,17,19,20,20,19,22,20,21,0.0
M,253,Gray,5.3,5.3,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,254,Gana,4.8,4.8,Everton,82,74,74,67,57,51,50,49,52,48,47,48,0.0
D,255,Holgate,4.0,4.0,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
M,256,Iwobi,5.3,5.3,Fulham,0,19,75,74,69,69,68,66,65,66,65,66,0.0
D,257,Keane,4.3,4.3,Everton,18,19,19,22,23,22,23,25,26,27,27,25,0.0
F,258,Maupay,4.9,4.9,Brentford,78,55,34,32,32,27,22,14,15,12,16,14,0.0
M,259,McNeil,5.4,5.4,Everton,89,86,83,82,82,81,81,82,81,80,81,80,0.0
D,260,Mykolenko,4.6,4.6,Everton,87,82,80,79,79,78,76,77,75,73,75,75,0.0
M,261,Onana,4.7,4.7,Everton,30,60,84,79,75,70,69,69,69,70,69,68,0.0
D,262,Patterson,4.4,4.4,Everton,26,25,23,24,23,25,25,23,27,24,23,25,0.0
G,263,Pickford,4.5,4.5,Everton,94,93,92,92,92,91,90,90,90,90,91,90,0.01
F,264,Simms,4.5,4.5,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.0
D,265,Tarkowski,4.6,4.6,Everton,92,90,87,86,86,85,86,85,85,85,85,86,0.0
G,266,J.Virginia,3.9,3.9,Everton,0,2,3,3,3,4,4,5,4,5,4,4,0.0
M,267,Andreas,5.3,5.3,Fulham,82,79,75,70,66,66,66,65,63,62,62,64,0.02
