,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,Total_Pts
254,1403,Remo Freuler,FOR,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,343,Curtis Jones,LIV,MID,7.3,0.0,1.34,0.0,1.28,0.0,0.0,0.0,1.34,0.0,0.0,1.25,0.0,1.36,0.0,0.0,0.0,0.0,1.25,0.0,7.82
256,2391,Ansu Fati,BHA,MID,8.2,0.0,1.68,0.0,2.29,0.0,0.0,0.0,1.43,1.65,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,1.81,10.85
257,711,Elliot Anderson,NEW,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.59,0.0,0.0,0.0,0.0,0.7,0.0,1.5499999999999998
258,884,Ivan Toney,BRE,FOR,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,3416,Anel Ahmedhodzic,SHU,DEF,7.1,0.0,1.8,0.0,2.53,0.0,0.0,1.02,0.0,0.0,1.31,0.0,0.0,3.73,0.0,0.0,-0.16,0.0,0.0,0.0,10.23
260,3361,Justin Kluivert,BOU,MID,7.8,0.0,1.65,0.0,1.63,0.0,0.0,2.23,0.0,0.0,0.0,1.84,0.0,2.1,0.0,0.0,0.0,1.7,0.0,0.0,11.149999999999999
261,1404,Sergio Gómez,MCI,DEF,7.5,0.0,0.0,0.0,0.0,0.53,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.0,1.8599999999999999
262,3366,Lyle Foster,BUR,FOR,6.6,1.15,0.0,0.0,1.43,0.0,0.0,3.2,0.0,0.0,0.0,2.65,0.0,2.99,0.0,0.0,2.47,0.0,0.0,0.0,13.89
263,217,Michael Keane,EVE,DEF,7.3,0.0,0.0,0.58,0.0,0.72,0.0,0.83,0.0,0.0,0.0,0.61,0.0,0.0,0.51,0.0,0.87,0.0,0.0,0.0,4.12
264,367,Harry Wilson,FUL,MID,7.4,0.0,2.56,0.0,0.0,2.41,0.0,2.0,0.0,0.0,0.0,2.41,0.0,2.31,0.0,0.0,0.0,2.09,0.0,0.0,13.780000000000001
265,206,James Tomkins,CRY,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,724,Rayan Aït Nouri,WOL,DEF,7.2,3.09,0.0,0.0,2.99,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.39,0.0,1.91,0.0,2.7,0.0,0.0,0.0,15.379999999999999
267,2339,Tom Lockyer,LUT,DEF,7.1,1.58,0.0,0.0,0.0,1.02,0.0,2.27,0.0,0.0,0.0,1.76,0.0,2.98,0.0,0.0,2.11,0.0,0.0,0.0,11.719999999999999
268,1286,Joe Worrall,FOR,DEF,6.8,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.32999999999999996
269,559,Hugo Lloris,TOT,GK,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,44,Matt Targett,NEW,DEF,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,490,George Baldock,SHU,DEF,6.9,0.0,1.27,0.0,1.82,0.0,0.0,0.97,0.0,0.0,1.2,0.0,0.0,2.01,0.0,0.0,0.25,0.0,0.0,0.0,7.52
272,3208,Illia Zabarnyi,BOU,DEF,6.6,0.0,3.74,0.0,1.76,0.0,0.0,4.91,0.0,0.0,0.0,3.07,0.0,2.98,0.0,0.0,0.0,1.33,0.0,0.0,17.79
273,1396,Neto,BOU,GK,6.6,0.0,4.57,0.0,3.87,0.0,0.0,4.84,0.0,0.0,0.0,4.45,0.0,4.21,0.0,0.0,0.0,3.73,0.0,0.0,25.67
274,259,Harrison Reed,FUL,MID,7.5,0.0,1.6,0.0,0.0,1.68,0.0,1.49,0.0,0.0,0.0,1.63,0.0,1.6,0.0,0.0,0.0,1.54,0.0,0.0,9.54
275,1238,James Hill,BOU,DEF,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,129,Chris Wood,FOR,FOR,7.2,0.0,2.92,0.0,2.76,0.0,3.17,0.0,0.0,0.0,0.0,3.42,0.0,2.29,0.0,0.0,2.95,0.0,0.0,0.0,17.509999999999998
277,1192,Toti Gomes,WOL,DEF,6.9,1.29,0.0,0.0,1.25,0.0,0.0,0.0,1.03,0.0,0.0,0.0,1.03,0.0,0.94,0.0,1.4,0.0,0.0,0.0,6.940000000000001
278,1249,Kieffer Moore,BOU,FOR,6.8,0.0,0.0,0.0,0.2,0.0,0.0,0.32,0.0,0.0,0.0,0.26,0.0,0.34,0.0,0.0,0.0,0.33,0.0,0.0,1.4500000000000002
279,450,Paul Dummett,NEW,DEF,6.5,0.0,0.0,0.7,0.0,0.56,0.0,0.46,0.0,0.0,0.0,0.44,0.0,0.55,0.0,0.0,0.0,0.0,0.31,0.0,3.02
280,530,Davinson Sánchez,TOT,DEF,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,130,Josh Brownhill,BUR,MID,7.1,2.58,0.0,0.0,2.39,0.0,0.0,2.88,0.0,0.0,0.0,2.42,0.0,2.52,0.0,0.0,2.26,0.0,0.0,0.0,15.049999999999999
282,1253,Boubacar Kamara,AVL,MID,6.7,0.0,0.0,0.0,2.31,0.0,0.0,0.0,2.31,0.0,2.99,0.0,0.0,2.59,0.0,0.0,2.62,0.0,0.0,0.0,12.82
283,1284,Scott McKenna,FOR,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,10,Rob Holding,CRY,DEF,7.0,0.0,0.2,0.0,0.19,0.0,0.0,0.25,0.0,0.33,0.0,0.0,0.0,0.0,0.34,0.0,0.41,0.0,0.0,0.0,1.72
285,1393,Marcus Tavernier,BOU,MID,7.2,0.0,3.07,0.0,2.94,0.0,0.0,3.67,0.0,0.0,0.0,3.02,0.0,3.43,0.0,0.0,0.0,2.98,0.0,0.0,19.11
286,1434,Divin Mubama,WHU,FOR,6.5,0.0,0.0,0.73,0.0,0.78,0.0,0.0,0.75,0.0,0.0,0.49,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.43,3.5500000000000003
287,875,Mads Roerslev,BRE,DEF,6.8,0.0,2.06,0.0,3.41,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,3.54,0.0,2.8,0.0,0.0,0.0,14.700000000000003
288,2095,Zeki Amdouni,BUR,FOR,7.1,2.22,0.0,0.0,1.73,0.0,0.0,1.9,0.0,0.0,0.0,1.51,0.0,1.67,0.0,0.0,1.42,0.0,0.0,0.0,10.45
289,9,Emile Smith Rowe,ARS,MID,7.9,0.27,0.0,0.0,0.35,0.0,0.0,0.0,0.67,0.0,0.0,0.59,0.0,0.0,0.0,0.8,0.0,0.72,0.0,0.0,3.3999999999999995
290,1174,Philippe Coutinho,AVL,MID,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,676,Fábio Silva,WOL,FOR,7.4,0.7,0.0,0.0,0.74,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.72,0.0,0.66,0.0,0.76,0.0,0.0,0.0,4.24
292,1111,Connor Roberts,BUR,DEF,7.2,0.8,0.0,0.0,0.52,0.0,0.0,1.09,0.0,0.0,0.0,0.75,0.0,0.77,0.0,0.0,0.72,0.0,0.0,0.0,4.65
293,3363,Bart Verbruggen,BHA,GK,6.9,0.0,2.65,0.0,2.47,0.0,0.0,0.0,2.0,2.69,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,2.1,13.85
294,45,Cameron Archer,SHU,FOR,7.2,0.0,2.84,0.0,2.88,0.0,0.0,2.4,0.0,0.0,2.31,0.0,0.0,2.9,0.0,0.0,1.92,0.0,0.0,0.0,15.25
295,3461,Calvin Bassey,FUL,DEF,7.5,0.0,2.03,0.0,0.0,1.36,0.0,0.66,0.0,0.0,0.0,1.12,0.0,1.04,0.0,0.0,0.0,0.78,0.0,0.0,6.99
296,3207,João Gomes,WOL,MID,6.9,1.73,0.0,0.0,1.63,0.0,0.0,0.0,1.73,0.0,0.0,0.0,1.77,0.0,1.54,0.0,1.6,0.0,0.0,0.0,9.999999999999998
297,1889,Arnaut Danjuma,EVE,MID,7.4,0.0,0.0,0.67,0.0,0.81,0.0,0.77,0.0,0.0,0.0,0.77,0.0,0.0,0.66,0.0,0.77,0.0,0.0,0.0,4.45
298,727,Nathaniel Clyne,CRY,DEF,7.1,0.0,0.61,0.0,0.58,0.0,0.0,0.47,0.0,0.69,0.0,0.0,0.0,0.0,0.71,0.0,0.85,0.0,0.0,0.0,3.9099999999999997
299,471,Wes Foderingham,SHU,GK,6.4,0.0,3.3,0.0,3.97,0.0,0.0,3.22,0.0,0.0,3.42,0.0,0.0,4.69,0.0,0.0,2.38,0.0,0.0,0.0,20.98
300,481,Sander Berge,BUR,MID,7.0,2.29,0.0,0.0,2.04,0.0,0.0,2.86,0.0,0.0,0.0,2.05,0.0,2.05,0.0,0.0,1.93,0.0,0.0,0.0,13.219999999999999
301,1441,Idrissa Gana Gueye,EVE,MID,7.4,0.0,0.0,2.31,0.0,2.25,0.0,1.97,0.0,0.0,0.0,1.98,0.0,0.0,1.68,0.0,1.95,0.0,0.0,0.0,12.139999999999999
302,654,Ola Aina,FOR,DEF,6.7,0.0,2.12,0.0,2.57,0.0,2.13,0.0,0.0,0.0,0.0,2.83,0.0,1.31,0.0,0.0,2.06,0.0,0.0,0.0,13.02
303,3439,Milos Kerkez,BOU,DEF,6.7,0.0,2.15,0.0,1.32,0.0,0.0,2.62,0.0,0.0,0.0,1.51,0.0,1.64,0.0,0.0,0.0,1.02,0.0,0.0,10.26
304,189,Vicente Guaita,CRY,GK,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,1438,Sasa Kalajdzic,WOL,FOR,6.7,1.41,0.0,0.0,1.35,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.23,0.0,1.13,0.0,1.32,0.0,0.0,0.0,7.69
306,686,Dean Henderson,CRY,GK,6.6,0.0,0.34,0.0,0.39,0.0,0.0,0.56,0.0,0.72,0.0,0.0,0.0,0.0,0.83,0.0,1.02,0.0,0.0,0.0,3.86
307,297,Kalvin Phillips,MCI,MID,7.1,0.0,0.59,0.0,0.0,0.6,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.37,0.0,0.0,0.0,2.47
308,3365,Vitinho,BUR,DEF,6.6,2.56,0.0,0.0,1.3,0.0,0.0,3.25,0.0,0.0,0.0,1.91,0.0,1.87,0.0,0.0,1.59,0.0,0.0,0.0,12.48
309,2319,Ben Doak,LIV,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1378,Harry Toffolo,FOR,DEF,6.6,0.0,2.15,0.0,2.59,0.0,2.16,0.0,0.0,0.0,0.0,2.9,0.0,1.33,0.0,0.0,2.13,0.0,0.0,0.0,13.260000000000002
311,452,Martin Dúbravka,NEW,GK,6.3,0.0,0.0,5.23,0.0,4.34,0.0,5.25,0.0,0.0,0.0,5.01,0.0,5.72,0.0,0.0,0.0,0.0,3.75,0.0,29.299999999999997
312,120,Charlie Taylor,BUR,DEF,6.8,2.8,0.0,0.0,1.1,0.0,0.0,3.82,0.0,0.0,0.0,1.78,0.0,1.72,0.0,0.0,1.46,0.0,0.0,0.0,12.68
313,720,Tosin Adarabioyo,FUL,DEF,7.0,0.0,1.45,0.0,0.0,0.98,0.0,0.36,0.0,0.0,0.0,0.53,0.0,0.46,0.0,0.0,0.0,0.41,0.0,0.0,4.1899999999999995
314,1383,Manor Solomon,TOT,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.54,0.0,1.31,0.0,0.0,2.12
315,3269,Auston Trusty,SHU,DEF,6.5,0.0,1.63,0.0,2.29,0.0,0.0,1.01,0.0,0.0,1.27,0.0,0.0,3.33,0.0,0.0,0.08,0.0,0.0,0.0,9.61
316,3411,Issa Kaboré,LUT,DEF,7.0,1.31,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,1.7,0.0,2.59,0.0,0.0,2.07,0.0,0.0,0.0,10.08
317,3477,Gustavo Hamer,SHU,MID,6.8,0.0,3.33,0.0,3.05,0.0,0.0,2.84,0.0,0.0,2.66,0.0,0.0,3.42,0.0,0.0,2.1,0.0,0.0,0.0,17.4
318,3403,Amari'i Bell,LUT,DEF,7.1,1.59,0.0,0.0,0.0,1.1,0.0,1.86,0.0,0.0,0.0,1.58,0.0,2.35,0.0,0.0,1.7,0.0,0.0,0.0,10.18
319,3484,Beto,EVE,FOR,7.7,0.0,0.0,1.08,0.0,1.13,0.0,1.16,0.0,0.0,0.0,1.07,0.0,0.0,0.89,0.0,1.09,0.0,0.0,0.0,6.42
320,718,Ben Godfrey,EVE,DEF,7.1,0.0,0.0,0.48,0.0,0.57,0.0,0.76,0.0,0.0,0.0,0.53,0.0,0.0,0.45,0.0,0.76,0.0,0.0,0.0,3.55
321,3362,Mahmoud Dahoud,BHA,MID,7.5,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.05,1.16,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,1.1,5.5
322,594,Pablo Fornals,WHU,MID,7.4,0.0,0.0,1.0,0.0,1.1,0.0,0.0,1.22,0.0,0.0,1.09,0.0,0.0,0.0,0.89,0.0,0.0,0.0,1.07,6.37
323,880,Vitaly Janelt,BRE,MID,7.3,0.0,2.23,0.0,2.27,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,2.34,0.0,2.1,0.0,0.0,0.0,11.17
324,1242,Chris Mepham,BOU,DEF,6.7,0.0,0.67,0.0,0.5,0.0,0.0,1.07,0.0,0.0,0.0,0.73,0.0,0.84,0.0,0.0,0.0,0.5,0.0,0.0,4.3100000000000005
325,1890,Ryan Gravenberch,LIV,MID,8.1,0.0,1.75,0.0,1.54,0.0,0.0,0.0,1.64,0.0,0.0,1.52,0.0,1.58,0.0,0.0,0.0,0.0,1.56,0.0,9.59
326,491,John Egan,SHU,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.72,0.0,0.0,0.17,0.0,0.0,0.0,1.05
327,1735,Antoine Semenyo,BOU,MID,6.6,0.0,1.83,0.0,1.81,0.0,0.0,2.42,0.0,0.0,0.0,1.96,0.0,2.26,0.0,0.0,0.0,1.91,0.0,0.0,12.19
328,493,Oliver McBurnie,SHU,FOR,7.0,0.0,3.03,0.0,3.07,0.0,0.0,2.36,0.0,0.0,2.26,0.0,0.0,3.04,0.0,0.0,1.83,0.0,0.0,0.0,15.589999999999998
329,885,Josh Dasilva,BRE,MID,6.9,0.0,0.7,0.0,0.86,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.92,0.0,0.0,0.0,4.57
330,658,Timothy Castagne,FUL,DEF,7.7,0.0,5.07,0.0,0.0,4.65,0.0,1.99,0.0,0.0,0.0,4.3,0.0,3.45,0.0,0.0,0.0,2.13,0.0,0.0,21.59
331,696,Sergio Reguilón,MUN,DEF,7.6,0.0,0.29,0.0,0.46,0.0,0.0,0.0,0.29,0.0,0.0,0.41,0.0,0.52,0.0,0.0,0.48,0.0,0.0,0.0,2.45
332,255,Mario Lemina,WOL,MID,7.0,2.7,0.0,0.0,2.52,0.0,0.0,0.0,2.78,0.0,0.0,0.0,2.65,0.0,2.25,0.0,2.6,0.0,0.0,0.0,15.5
333,3184,Danilo,FOR,MID,7.0,0.0,1.11,0.0,1.71,0.0,1.82,0.0,0.0,0.0,0.0,1.64,0.0,1.54,0.0,0.0,1.42,0.0,0.0,0.0,9.24
334,1450,Boubacar Traoré,WOL,MID,6.7,0.55,0.0,0.0,0.6,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.56,0.0,0.63,0.0,0.62,0.0,0.0,0.0,3.54
335,984,Oliver Skipp,TOT,MID,6.9,0.0,0.0,0.49,0.0,0.41,0.44,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.44,0.0,0.5,0.0,0.0,2.77
336,936,Emmanuel Dennis,FOR,FOR,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,1237,David Brooks,BOU,MID,6.7,0.0,0.72,0.0,0.8,0.0,0.0,1.06,0.0,0.0,0.0,0.94,0.0,1.07,0.0,0.0,0.0,0.87,0.0,0.0,5.46
338,812,Hugo Bueno,WOL,DEF,7.0,0.97,0.0,0.0,0.83,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.67,0.0,0.63,0.0,0.81,0.0,0.0,0.0,4.57
339,98,Adam Lallana,BHA,MID,6.8,0.0,2.56,0.0,2.15,0.0,0.0,0.0,1.41,1.56,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,1.58,11.15
340,1847,Edson Álvarez,WHU,MID,7.1,0.0,0.0,2.1,0.0,2.2,0.0,0.0,2.54,0.0,0.0,2.23,0.0,0.0,0.0,1.88,0.0,0.0,0.0,2.06,13.01
341,593,Josh Cullen,BUR,MID,7.0,1.92,0.0,0.0,1.66,0.0,0.0,2.44,0.0,0.0,0.0,1.62,0.0,1.62,0.0,0.0,1.61,0.0,0.0,0.0,10.87
342,3432,Bénie Adama Traore,SHU,FOR,7.0,0.0,0.42,0.0,0.46,0.0,0.0,0.41,0.0,0.0,0.33,0.0,0.0,0.4,0.0,0.0,0.34,0.0,0.0,0.0,2.36
343,352,Rhian Brewster,SHU,FOR,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.85,0.0,0.0,1.53,0.0,0.0,1.23,0.0,0.0,0.0,3.92
344,421,Brandon Williams,MUN,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,1861,Sofyan Amrabat,MUN,MID,7.3,0.0,0.85,0.0,0.88,0.0,0.0,0.0,0.46,0.0,0.0,0.38,0.0,0.44,0.0,0.0,0.43,0.0,0.0,0.0,3.44
346,492,Chris Basham,SHU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,360,Nathaniel Phillips,LIV,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,3183,Andrey Santos,FOR,MID,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,828,Carney Chukwuemeka,CHE,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,1934,Jakub Kiwior,ARS,DEF,7.6,0.75,0.0,0.0,0.66,0.0,0.0,0.0,0.82,0.0,0.0,0.7,0.0,0.0,0.0,1.13,0.0,1.06,0.0,0.0,5.119999999999999
351,1250,Fabio Vieira,ARS,MID,7.8,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.64,0.0,0.0,0.5,0.0,0.0,0.0,0.67,0.0,0.64,0.0,0.0,2.93
352,1047,Armando Broja,CHE,FOR,7.4,0.0,0.76,0.0,0.0,0.82,0.0,0.9,0.0,0.0,0.0,0.0,0.58,0.0,0.7,0.0,0.72,0.0,0.0,0.0,4.4799999999999995
353,172,Ross Barkley,LUT,MID,7.2,1.91,0.0,0.0,0.0,1.7,0.0,1.5,0.0,0.0,0.0,1.24,0.0,1.18,0.0,0.0,1.2,0.0,0.0,0.0,8.729999999999999
354,980,Tahith Chong,LUT,MID,6.8,0.8,0.0,0.0,0.0,0.81,0.0,0.84,0.0,0.0,0.0,0.69,0.0,0.75,0.0,0.0,0.8,0.0,0.0,0.0,4.69
355,526,Matt Doherty,WOL,DEF,7.5,1.78,0.0,0.0,1.63,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.12,0.0,0.94,0.0,1.34,0.0,0.0,0.0,7.859999999999999
356,1245,Ryan Christie,BOU,MID,6.7,0.0,2.59,0.0,2.36,0.0,0.0,2.88,0.0,0.0,0.0,2.32,0.0,2.62,0.0,0.0,0.0,2.45,0.0,0.0,15.219999999999999
357,3407,Aribim Pepple,LUT,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,1346,Stefan Bajcetic,LIV,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,155,Hakim Ziyech,CHE,MID,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,3458,Igor,BHA,DEF,7.6,0.0,3.76,0.0,4.51,0.0,0.0,0.0,1.75,4.05,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,2.02,17.62
361,3172,Kevin Schade,BRE,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,1407,Thilo Kehrer,WHU,DEF,7.4,0.0,0.0,0.35,0.0,0.47,0.0,0.0,0.69,0.0,0.0,0.52,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.63,3.09
363,1231,Lloyd Kelly,BOU,DEF,6.7,0.0,3.2,0.0,1.8,0.0,0.0,4.85,0.0,0.0,0.0,3.17,0.0,2.99,0.0,0.0,0.0,1.32,0.0,0.0,17.33
364,1307,Ryan Yates,FOR,MID,6.8,0.0,0.75,0.0,0.63,0.0,0.66,0.0,0.0,0.0,0.0,0.71,0.0,0.6,0.0,0.0,0.62,0.0,0.0,0.0,3.97
365,225,Séamus Coleman,EVE,DEF,7.5,0.0,0.0,0.35,0.0,0.57,0.0,0.69,0.0,0.0,0.0,0.51,0.0,0.0,0.41,0.0,0.63,0.0,0.0,0.0,3.16
366,3386,Chiedozie Ogbene,LUT,FOR,6.8,2.38,0.0,0.0,0.0,2.17,0.0,2.44,0.0,0.0,0.0,2.31,0.0,2.45,0.0,0.0,2.47,0.0,0.0,0.0,14.22
367,1046,Trevoh Chalobah,CHE,DEF,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,682,Thiago Alcántara,LIV,MID,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,1319,Moussa Niakhate,FOR,DEF,6.6,0.0,2.18,0.0,2.74,0.0,2.15,0.0,0.0,0.0,0.0,2.95,0.0,1.28,0.0,0.0,2.11,0.0,0.0,0.0,13.409999999999998
370,3420,Andre Brooks,SHU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,728,Robin Olsen,AVL,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.24,0.0,0.0,0.0,0.41000000000000003
372,3406,Alfie Doughty,LUT,DEF,6.9,1.81,0.0,0.0,0.0,1.08,0.0,2.47,0.0,0.0,0.0,1.95,0.0,3.0,0.0,0.0,2.3,0.0,0.0,0.0,12.61
373,3209,Felipe,FOR,DEF,6.7,0.0,1.0,0.0,1.24,0.0,1.3,0.0,0.0,0.0,0.0,1.73,0.0,0.84,0.0,0.0,1.3,0.0,0.0,0.0,7.409999999999999
374,1050,CJ Egan-Riley,BUR,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,3213,Hamed Junior Traorè,BOU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.21,0.0,0.19,0.0,0.0,0.0,0.17,0.0,0.0,0.78
376,709,Wesley Fofana,CHE,DEF,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,3405,Pelly Ruddock Mpanzu,LUT,MID,6.7,1.09,0.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,0.7,0.0,0.69,0.0,0.0,0.66,0.0,0.0,0.0,4.99
378,3243,Thomas Kaminski,LUT,GK,6.3,2.51,0.0,0.0,0.0,2.22,0.0,3.39,0.0,0.0,0.0,2.78,0.0,3.8,0.0,0.0,2.98,0.0,0.0,0.0,17.68
379,1225,Joe Rothwell,BOU,MID,6.5,0.0,0.53,0.0,0.61,0.0,0.0,0.72,0.0,0.0,0.0,0.61,0.0,0.68,0.0,0.0,0.0,0.62,0.0,0.0,3.7700000000000005
380,581,Dara O'Shea,BUR,DEF,6.7,2.97,0.0,0.0,1.21,0.0,0.0,4.24,0.0,0.0,0.0,1.88,0.0,1.75,0.0,0.0,1.48,0.0,0.0,0.0,13.530000000000001
381,1282,Tyrell Malacia,MUN,DEF,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,441,Javier Manquillo,NEW,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.22,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8
383,475,Jack Robinson,SHU,DEF,6.7,0.0,1.45,0.0,2.12,0.0,0.0,0.86,0.0,0.0,1.14,0.0,0.0,3.44,0.0,0.0,-0.12,0.0,0.0,0.0,8.89
